English,"Chinese Simplified","Chinese Traditional",Dutch,English,"English, United Kingdom",French,German,Hungarian,Italian,Japanese,Korean,Polish,Portuguese,Russian,Spanish,File
Ban_private_cars_and_trucks_on_bus_lanes,禁止私家车和卡车驶入公交车专用道,"Ban private cars and trucks on bus lanes","Ban private cars and trucks on bus lanes","Ban private cars and trucks on bus lanes","Ban private cars and trucks on bus lanes","Interdire les voitures privées et les camions dans les couloirs de bus","Verbiete private Fahrzeuge und Lieferwagen auf Busspuren","Tiltja meg a személy- és teherautókat a buszvezetéken","Vieta alle auto e ai camion di utilizzare le corsie riservate ai bus",自家用車やトラックのバスレーン通行禁止,"버스전용 차선에 승용차 및 트럭 출입을 금지합니다","Zakaz jazdy buspasem dla samochodów osobowych i ciężarówek","Ban private cars and trucks on bus lanes","Запрет частных автомобилей и грузовиков на автобусных дорогах","Ban private cars and trucks on bus lanes",Strings.csv
default,默认,default,standaard,default,default,"par défaut",Standard,alapértelmezett,predefinito,デフォルト,기본값,domyślny,default,"По умолчанию","por defecto",Strings.csv
flow_ratio,通行比例,"flow ratio","flow ratio","flow ratio","flow ratio","ratio de mouvement","fahrende Fzg.","áramlási arány","Indice flusso",流動割合,"차량 이동량","wskaźnik przepływu","flow ratio","плотность движения","flow ratio",Strings.csv
wait_ratio,等候比例,"wait ratio","wait ratio","wait ratio","wait ratio","ratio d'attente","wartende Fzg.","várakozási arány","Indice attesa",待ち割合,"차량 대기량","wskaźnik oczekiwania","wait ratio","плотность пробок","wait ratio",Strings.csv
After_min._time_has_elapsed_switch_to_next_step_if,在设定最短时间过后，跳转至下一步骤，如果,"After min. time has elapsed, switch to next step if","After min. time has elapsed, switch to next step if","After min. time has elapsed, switch to next step if","After min. time has elapsed, switch to next step if","Après le temps minimum écoulé, passez à l'étape suivante si","Wenn die min. Zeit abläuft, wechsle zum nächsten Schritt falls","Perc után az idő eltelt, váltson a következő lépésre, ha","Dopo min. tempo trascorso, passare al passo successivo se",最小時間が経過した後、次のステップに切り替える条件,"최소시간 경과후 다음단계로 넘어갑니다 :","Po upływie min. czasu, przejdź do następnego kroku","After min. time has elapsed, switch to next step if","После небольшого ожидания, переключитесь на следующий шаг, если","After min. time has elapsed, switch to next step if",Strings.csv
Adaptive_step_switching,渐进逐步切换,"Adaptive step switching","Adaptive step switching","Adaptive step switching","Adaptive step switching","Commutation d'étape adaptative","Adaptive Schrittumschaltung","Adaptív lépésváltás","Azionamento adattivo prossimo stato",適応ステップスイッチング,"적응형 신호 변경","Adaptacyjna zmiana kroku","Adaptive step switching","Адаптивное переключение ступеней","Adaptive step switching",Strings.csv
Dynamic_lane_section,智能车道选择,"Dynamic lane selection","Dynamic lane selection","Dynamic lane selection","Dynamic lane selection","Sélection de voie dynamique","Dynamische Fahrspurwahl","Dinamikus sávválasztás","Selezione corsia dinamica",動的レーン選択,"유동적 차량 차선변경 빈도","Obszar dynamicznej zmiany pasa ruchu","Dynamic lane selection","Выбор динамической полосы","Dynamic lane selection",Strings.csv
Percentage_of_vehicles_performing_dynamic_lane_section,进行智能车道选择的车辆百分比,"Percentage of vehicles performing dynamic lane selection","Percentage of vehicles performing dynamic lane selection","Percentage of vehicles performing dynamic lane selection","Percentage of vehicles performing dynamic lane selection","Pourcentage de véhicules effectuant une sélection de voie dynamique","Prozentsatz der Fahrzeuge mit dynamischer Fahrspurwahl","A dinamikus sávválasztást végző járművek százalékos aránya","Percentuale di veicoli che effettuano la selezione dinamica della corsia",動的レーン選択を実行する車両の割合,"유동적 차량 차선변경 빈도 백분율","Procent pojazdów zmieniajacych pas w obszarze dynamicznej zmiany pasa ruchu","Percentage of vehicles performing dynamic lane selection","Процент транспортных средств с динамическим выбором полосы движения","Percentage of vehicles performing dynamic lane selection",Strings.csv
Vehicle_restrictions_aggression,车辆交规严格度,"Vehicle restrictions aggression","Vehicle restrictions aggression","Vehicle restrictions aggression","Vehicle restrictions aggression","Restrictions agressives des véhicules","Auslegung der Fahrzeugbeschränkungen","Jármű korlátozások agresszió","Rigorosità restrizioni veicoli",車両制限適用の厳格さ,"진입불가 도로 회피 빈도","Agrasywność ograniczeń ruchu pojazdów","Vehicle restrictions aggression","Следование транспортным ограничениям","Vehicle restrictions aggression",Strings.csv
Strict,严苛,Strict,Strikt,Strict,Strict,Stricte,Strikt,Szigorú,Rigoroso,厳密,무제한,Ścisła,Strict,Строгое,Estricto,Strings.csv
Show_path-find_stats,显示车辆寻找路线数据,"Show path-find stats","Show path-find stats","Show path-find stats","Show path-find stats","Afficher le chemin d'accès des stats","Path-Find Statistik anzeigen","Útvonalkeresési statisztikák megjelenítése","Mostra statistiche path-find",パス検索統計情報を表示する,"현재 경로를 찾는 차량수를 PFs 수치로 표기합니다","Pokaż statystyki znajdowania tras","Show path-find stats","Показать статистику поиска пути","Show path-find stats",Strings.csv
Remove_this_vehicle,移除此车辆,"Remove this vehicle","Remove this vehicle","Remove this vehicle","Remove this vehicle","Retirer ce véhicule","Dieses Fahrzeug entfernen","Távolítsa el ezt a járművet","Rimuovi questo veicolo",この車両を削除する,"해당 차량을 제거합니다","Usuń ten pojazd","Remove this vehicle","Удалить этот транспорт","Remove this vehicle",Strings.csv
Vehicles_follow_priority_rules_at_junctions_with_timed_traffic_lights,优先通行规则适用于带自定时红绿灯的路口,"Vehicles follow priority rules at junctions with timed traffic lights","Vehicles follow priority rules at junctions with timed traffic lights","Vehicles follow priority rules at junctions with timed traffic lights","Vehicles follow priority rules at junctions with timed traffic lights","Les véhicules suivent les règles de priorité aux carrefours avec des feux de circulations chronométrés","Fahrzeuge befolgen an zeitgesteuerten Ampeln die Vorrangsregelung","A járművek az elsődleges szabályokat a kereszteződéseknél, időzített jelzőlámpákkal követik","I veicoli seguono le regole di precedenza agli incroci con semafori a tempo",車両は時間設定付き信号機がある交差点で一般的な優先のルールに従います,"차량이 신호등 시간표가 구성된 교차로에서 교통 표지판 규칙을 준수합니다","Pojazdy poruszają się zgodnie z regułami pierwszeństwa na skrzyżowaniach z sygnalizacją czasową","Vehicles follow priority rules at junctions with timed traffic lights","Правила приоритета на перекрёстках с настраиваемыми светофорами","Vehicles follow priority rules at junctions with timed traffic lights",Strings.csv
Enable_tutorial_messages,启用教程信息,"Enable tutorial messages","Enable tutorial messages","Enable tutorial messages","Enable tutorial messages","Activer les messages du didactitiel","Tutorial aktivieren","Az oktatóüzenetek engedélyezése","Enable tutorial messages",チュートリアルメッセージを有効にする,"튜토리얼 메세지 활성화","Włącz podpowiedzi","Enable tutorial messages","Включить обучающие сообщения","Enable tutorial messages",Strings.csv
TMPE_TUTORIAL_HEAD_MainMenu,交通管理：总统版,"Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Gestionnaire de trafic : Édition Président","Traffic Manager: President Edition","Forgalomkezelő: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition","Traffic Manager: President Edition",Strings.csv
TMPE_TUTORIAL_BODY_MainMenu,"欢迎使用TM:PE！\n\n使用手册：http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","Bienvenue sur TM:PE !\n\nManuel d'utilisateur : http://www.viathinksoft.de/tmpe","Willkommen bei TM:PE!\n\nBenutzerhandbuch: http://www.viathinksoft.de/tmpe","Üdvözöljük a TM: PE! \n\n használati útmutatóban: http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","ようこそ TM:PE!\n\nユーザーマニュアル: http://www.viathinksoft.de/tmpe","TM:PE에 오신것을 환영합니다!\n\n영문 가이드: http://www.viathinksoft.de/tmpe","Witaj w TM:PE!\n\nPodręcznik użytkownika(Ang.): http://www.viathinksoft.de/tmpe \n\nTranslacja Krzychu1245. Zauważyłeś/łaś literówkę, błąd, cokolwiek do poprawy? Odezwij się na Steam;)","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe","Welcome to TM:PE!\n\nUser manual: http://www.viathinksoft.de/tmpe",Strings.csv
TMPE_TUTORIAL_HEAD_JunctionRestrictionsTool,路口管制,"Junction restrictions","Junction restrictions","Junction restrictions","Junction restrictions","Restrictions aux carrefours",Kreuzungsbeschränkungen,"Csomópont korlátozások","Junction restrictions",交差点の制限,"교차로 규칙 도움말","Ograniczenia na skrzyżowaniach","Junction restrictions","Ограничения на перекрёстках","Junction restrictions",Strings.csv
TMPE_TUTORIAL_BODY_JunctionRestrictionsTool,"控制车辆和行人在路口的行为。\n\n1. 单击你想要设置的路口\n2. 单击合适的图标来切换限制\n\n可选限制（允许/不许）：\n- 直行车辆在路口变更车道\n- 车辆在路口掉头\n- 车辆进入堵塞路口\n- 行人横穿道路","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street","Comment contrôler le comportement des véhicules et des piétons aux carrefours.\n\n1. Cliquez sur le carrefour que vous voulez gérer\n2. Cliquez sur l'icône appropriée pour basculer entre les restrictions.\n\nRestrictions disponibles :\n- Autoriser/Interdire le changement de voie pour que le véhicule continue tout droit\n- Autoriser/Interdire les demi-tours\n- Autoriser/Interdire aux véhicules d'entrer dans un carrefour bloqué\n- Autoriser/Interdire aux pietons de traverser la rue","Steuere, wie Fahrzeuge und Fußgänger sich an Kreuzungen zu verhalten haben.\n\n1. Klicke auf die Kreuzung, die du kontrollieren möchtest.\n2. Klicke auf das entsprechende Symbol, um die Beschränkungen ein- oder auszuschalten.\n\nVerfügbare Beschränkungen:\n- Erlaube/Verbiete Spurwechsel für Fahrzeuge, die geradeaus fahren.\n- Erlaube/Verbiete das Wenden.\n- Erlaube/Verbiete Fahrzeugen, in die blockierte Kreuzung einzufahren.\n- Erlaube/Verbiete Fußgängern, die Straße zu überqueren.","Ellenőrizze, hogy a járművek és a gyalogosok hogyan viselkedjenek a csomópontokon. \n\n1. Kattintson a kezelni kívánt csomópontra. \n2. Kattintson a megfelelő ikonra a korlátozások váltásához. \n\nA rendelkezésre álló korlátozások: \n- engedélyezze / tiltja a sávváltást az egyenesen haladó járművek számára \n- engedélyezze / tiltja az u fordulásokat \n- engedélyezze / tiltja a járművek számára, hogy blokkolt kereszteződésekbe lépjenek \n- Engedélyezze / tiltsa a gyalogosokat az utca átlépésén","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street","車両や歩行者が交差点でどのように行動するのかを制御します。\n\n1. 管理したい交差点をクリックします。\n2. 適切なアイコンをクリックして、制限を切り替えます。\n\n利用可能な制限:\n- 直進中の車両の車線変更を許可/禁止\n- Uターンの許可/禁止\n- 交差点の先が渋滞している交差点への車両の進入を許可/禁止\n- 歩行者が道路を横断することを許可/禁止する","차량과 보행자가 교차로에서 어떠한 규칙을 따라야하는지 통제할 수 있습니다\n\n1. 규칙을 설정하고 싶은 교차로를 클릭합니다\n2. 통제하고 싶은 구역 아이콘을 클릭합니다\n\n적용할 수 있는 규칙 :\n- 직진하면서 차선 변경 허용/비허용\n- 유턴 허용/비허용\n- 꼬리물기 허용/비허용\n- 보행자의 횡단보도 허용/비허용","Decyduj jak pojazdy i piesi mają się zachowywać na skrzyżowaniach.\n\n1. Wybierz skrzyżowanie do ustawienia zasad\n2. Kliknij na odpowiedniej ikonie by zmienić ograniczenia.\n\nDostępne zasady:\n- Pozwól/Zabroń: zmiany pasa ruchu pojazdom jadącym na wprost \n- Pozwól/Zabroń: zawracanie\n- Pozwól/Zabroń: wjazd na zablokowane/zakorkowane skrzyżowanie\n- Pozwól/Zabroń: przejście pieszych przez drogę","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street","Контроль поведения транспортных средств и пешеходов на перекрёстках.\n\n1. Нажмите на перекрёсток, которым вы хотите управлять.\n2. Нажмите на соответствующий значок, чтобы переключить ограничения.\n\nДоступные ограничения:\n- Разрешить/Запретить смену полосы для автомобиля, идущего прямо\n- Разрешить/запретить разворот\n- Разрешить/Запретить въезд на заблокированный перекрёсток\n- Разрешить/Запретить пешеходам переходить улицу","Control how vehicles and pedestrians shall behave at junctions.\n\n1. Click on the junction you want to manage\n2. Click on the appropriate icon to toggle restrictions.\n\nAvailable restrictions:\n- Allow/Disallow lane changing for vehicle going straight on\n- Allow/Disallow u-turns\n- Allow/Disallow vehicles to enter a blocked junction\n- Allow/disallow pedestrians to cross the street",Strings.csv
